FINAL HEAT OF FORMATION =     -9660.0399377840  time =       0.0000000000
  1       -0.0054438209      -0.0042549522       0.0018525053
  1       -0.0030272780      -0.0024764361       0.0017326338
  8        0.0064214380       0.0050736739       0.0029419733
  6        0.0017036468      -0.0010369634      -0.0024731246
  1       -0.0002043221      -0.0077746540       0.0011432923
  1       -0.0010588921      -0.0088564706       0.0000343571
  6        0.0022557738       0.0003541092       0.0016243358
  1       -0.0049676850      -0.0056965524      -0.0013488608
  1       -0.0041846738      -0.0016480146       0.0035801780
  8       -0.0034995911      -0.0030553258       0.0007496228
  6       -0.0081068514      -0.0035607983       0.0022599060
  1        0.0021167204      -0.0085962922       0.0042800495
  1        0.0021334234      -0.0082823439       0.0024906530
  1        0.0026211505       0.0013285897      -0.0003624077
  6        0.0044742543       0.0026815856      -0.0013779342
  1        0.0058825838       0.0005233803       0.0037734417
  1        0.0051125550      -0.0035856257      -0.0018259938
  8       -0.0030630578      -0.0003443890      -0.0019916260
  6       -0.0052262250      -0.0036434906       0.0009721013
  1        0.0006239104      -0.0035497176       0.0011702119
  1        0.0001003417      -0.0061640498       0.0012832727
  6       -0.0011180963      -0.0042092656      -0.0011601973
  1       -0.0017717867      -0.0057064448      -0.0042592572
  1       -0.0009977928      -0.0022508276       0.0020892781
  8        0.0001757332      -0.0009479257      -0.0001520366
  6       -0.0007754084       0.0040858552       0.0022534652
  1        0.0050468749       0.0005710341       0.0005767647
  1        0.0075340132       0.0024442144       0.0009318694
  8       -0.0063600067      -0.0030310903       0.0012533692
  6        0.0075502253       0.0003275131      -0.0013478092
  1        0.0068658635      -0.0106518006       0.0020636106
  1        0.0086880770      -0.0045954993       0.0011950593
  6       -0.0042379462      -0.0033862473       0.0004461536
  1        0.0047107721       0.0031505673       0.0032174611
  1        0.0047287504       0.0009474702      -0.0043917427
  8        0.0077730475       0.0011808683       0.0004792207
  6        0.0044087531       0.0069320905      -0.0016449668
  1        0.0059934210      -0.0046985038       0.0006528256
  1        0.0064607115      -0.0033360329       0.0039049405
  1       -0.0040946947      -0.0012665021      -0.0005969494
  6        0.0005334693       0.0022584381       0.0018296211
  1       -0.0006775123       0.0026201423       0.0008227661
  1       -0.0020196906       0.0043345446      -0.0010472394
  6       -0.0012164372       0.0012384320       0.0007880923
  1        0.0004751147      -0.0002531083      -0.0002705138
  1        0.0000031143      -0.0029522103       0.0019046405
  6        0.0005752361       0.0031441403       0.0004381064
  1        0.0057802914       0.0030527652       0.0010619030
  1        0.0024484863       0.0019732792      -0.0008244588
  6        0.0068429693       0.0013268870      -0.0207070869
  1        0.0013289660      -0.0073023936      -0.0063319422
  1        0.0015459837       0.0122037233      -0.0199142111
  6       -0.0019808812      -0.0011927532       0.0029933802
  1       -0.0154422015       0.0071450695       0.0015012189
  1        0.0045553789      -0.0066586439       0.0122014179
  6       -0.0043824311      -0.0031165981       0.0048833109
  1       -0.0037356379      -0.0054076774       0.0031300718
  1       -0.0046850261      -0.0012052633       0.0032911008
  6        0.0201307153       0.0142461600       0.0012127253
  6       -0.0129915287       0.0011409156      -0.0025324891
  6        0.0243445115       0.0304160892      -0.0013684758
  6        0.0070136532      -0.0046074773      -0.0073109860
  1        0.0019324679       0.0008336314       0.0008476669
