     62.00    -77.414060    -77.378854    -77.369850    -77.378854    -77.142072
     62.50    -77.411236    -77.377905    -77.366512    -77.377905    -77.142080
     63.00    -77.406464    -77.374897    -77.361005    -77.374897    -77.141814
     63.50    -77.403665    -77.373751    -77.357250    -77.373751    -77.141607
     64.00    -77.405638    -77.377304    -77.358121    -77.377304    -77.141743
     64.50    -77.410435    -77.383571    -77.361668    -77.383571    -77.141998
     65.00    -77.413912    -77.388408    -77.363859    -77.388408    -77.142151
     65.50    -77.413568    -77.389276    -77.362082    -77.389276    -77.142113
     66.00    -77.409711    -77.386412    -77.356755    -77.386412    -77.141995
     66.50    -77.404073    -77.381546    -77.349611    -77.381546    -77.141867
     67.00    -77.398515    -77.376576    -77.342546    -77.376576    -77.141838
     67.50    -77.394191    -77.372546    -77.336825    -77.372546    -77.141810
     68.00    -77.391650    -77.370041    -77.333035    -77.370041    -77.141789
     68.50    -77.391314    -77.369485    -77.331743    -77.369485    -77.141815
     69.00    -77.393214    -77.370797    -77.332982    -77.370797    -77.141877
     69.50    -77.395979    -77.372680    -77.335526    -77.372680    -77.142064
     70.00    -77.397333    -77.372895    -77.337064    -77.372895    -77.142070
     70.50    -77.397377    -77.371579    -77.337696    -77.371579    -77.141923
     71.00    -77.398393    -77.371089    -77.339668    -77.371089    -77.141815
     71.50    -77.401669    -77.372784    -77.344119    -77.372784    -77.141943
     72.00    -77.405716    -77.375177    -77.349453    -77.375177    -77.142045
     72.50    -77.408689    -77.376459    -77.353601    -77.376459    -77.142058
     73.00    -77.409478    -77.375595    -77.355419    -77.375595    -77.142125
     73.50    -77.407100    -77.371637    -77.353740    -77.371637    -77.142048
     74.00    -77.402692    -77.365795    -77.349699    -77.365795    -77.141754
     74.50    -77.400032    -77.361923    -77.347003    -77.361923    -77.141597
     75.00    -77.401481    -77.362380    -77.348047    -77.362380    -77.141691
     75.50    -77.405934    -77.365951    -77.351765    -77.365951    -77.141858
     76.00    -77.410744    -77.369989    -77.355620    -77.369989    -77.141952
     76.50    -77.414821    -77.373220    -77.358521    -77.373220    -77.141858
     77.00    -77.418997    -77.376478    -77.361411    -77.376478    -77.141853
     77.50    -77.423719    -77.380097    -77.364736    -77.380097    -77.141885
     78.00    -77.428379    -77.383582    -77.367964    -77.383582    -77.141946
     78.50    -77.432443    -77.386396    -77.370667    -77.386396    -77.141947
     79.00    -77.436310    -77.388976    -77.373285    -77.388976    -77.141881
     79.50    -77.440838    -77.392256    -77.376748    -77.392256    -77.141925
     80.00    -77.445663    -77.395904    -77.380690    -77.395904    -77.142052
     80.50    -77.448922    -77.398134    -77.383251    -77.398134    -77.142184
     81.00    -77.448961    -77.397329    -77.382849    -77.397329    -77.142096
     81.50    -77.446650    -77.394430    -77.380355    -77.394430    -77.141969
     82.00    -77.443845    -77.391366    -77.377549    -77.391366    -77.141957
     82.50    -77.441241    -77.388763    -77.375129    -77.388763    -77.141947
     83.00    -77.438710    -77.386563    -77.372966    -77.386563    -77.141890
     83.50    -77.436516    -77.385031    -77.371286    -77.385031    -77.141915
     84.00    -77.434046    -77.383552    -77.369477    -77.383552    -77.142026
     84.50    -77.430093    -77.380885    -77.366296    -77.380885    -77.141970
     85.00    -77.425470    -77.377806    -77.362555    -77.377806    -77.141799
     85.50    -77.422157    -77.376257    -77.360271    -77.376257    -77.141847
     86.00    -77.419776    -77.375751    -77.358993    -77.375751    -77.142016
     86.50    -77.415976    -77.373825    -77.356369    -77.373825    -77.142108
     87.00    -77.409365    -77.369014    -77.350860    -77.369014    -77.142036
     87.50    -77.401235    -77.362465    -77.343796    -77.362465    -77.141894
     88.00    -77.393821    -77.356337    -77.337301    -77.356337    -77.141821
     88.50    -77.388397    -77.351905    -77.332685    -77.351905    -77.141775
     89.00    -77.385898    -77.350067    -77.330847    -77.350067    -77.141707
     89.50    -77.387374    -77.351911    -77.332801    -77.351911    -77.141693
     90.00    -77.393452    -77.357953    -77.339210    -77.357953    -77.141737
     90.50    -77.403170    -77.367303    -77.349002    -77.367303    -77.141903
     91.00    -77.414071    -77.377469    -77.359756    -77.377469    -77.142127
     91.50    -77.423021    -77.385352    -77.368374    -77.385352    -77.142246
     92.00    -77.428331    -77.389340    -77.373207    -77.389340    -77.142181
     92.50    -77.431028    -77.390530    -77.375389    -77.390530    -77.142022
     93.00    -77.433315    -77.391274    -77.377235    -77.391274    -77.141927
     93.50    -77.436554    -77.393079    -77.380217    -77.393079    -77.141879
     94.00    -77.441151    -77.396501    -77.384888    -77.396501    -77.141890
     94.50    -77.446565    -77.401106    -77.390779    -77.401106    -77.141992
     95.00    -77.451113    -77.405323    -77.396173    -77.405323    -77.142088
     95.50    -77.453463    -77.407894    -77.399846    -77.407894    -77.142025
     96.00    -77.453863    -77.409140    -77.401863    -77.409140    -77.141991
     96.50    -77.452415    -77.409235    -77.402326    -77.409235    -77.142078
     97.00    -77.448213    -77.407128    -77.400145    -77.407128    -77.142129
     97.50    -77.440438    -77.402035    -77.394428    -77.402035    -77.142110
     98.00    -77.430132    -77.394743    -77.386033    -77.394743    -77.141950
     98.50    -77.419761    -77.387568    -77.377462    -77.387568    -77.141860
     99.00    -77.410726    -77.381768    -77.369934    -77.381768    -77.141922
     99.50    -77.402496    -77.376661    -77.362990    -77.376661    -77.141913
    100.00    -77.394820    -77.371998    -77.356270    -77.371998    -77.141857
