      0.00    -77.459794    -77.375418    -77.363805    -77.363805    -77.141986
      0.50    -77.464329    -77.378777    -77.368928    -77.368928    -77.142099
      1.00    -77.464110    -77.377786    -77.369995    -77.369995    -77.142075
      1.50    -77.460400    -77.373818    -77.368085    -77.368085    -77.141810
      2.00    -77.457614    -77.371363    -77.367321    -77.367321    -77.141608
      2.50    -77.459397    -77.374506    -77.370868    -77.374506    -77.141712
      3.00    -77.464751    -77.382286    -77.377582    -77.382286    -77.141977
      3.50    -77.470365    -77.391096    -77.384335    -77.391096    -77.142136
      4.00    -77.474308    -77.398605    -77.389454    -77.398605    -77.142170
      4.50    -77.475071    -77.403189    -77.391466    -77.403189    -77.142411
      5.00    -77.469937    -77.402024    -77.387581    -77.402024    -77.142385
      5.50    -77.459684    -77.395777    -77.378615    -77.395777    -77.141987
      6.00    -77.449829    -77.389854    -77.369936    -77.389854    -77.141713
      6.50    -77.443970    -77.387817    -77.365143    -77.387817    -77.141859
      7.00    -77.440109    -77.387594    -77.362200    -77.387594    -77.142083
      7.50    -77.434956    -77.385822    -77.357819    -77.385822    -77.142083
      8.00    -77.427796    -77.381786    -77.351284    -77.381786    -77.141988
      8.50    -77.419787    -77.376607    -77.343789    -77.376607    -77.141823
      9.00    -77.413094    -77.372523    -77.337574    -77.372523    -77.141643
      9.50    -77.410122    -77.371940    -77.335154    -77.371940    -77.141629
     10.00    -77.411044    -77.375030    -77.336884    -77.375030    -77.141799
     10.50    -77.413428    -77.379361    -77.340921    -77.379361    -77.142020
     11.00    -77.414373    -77.381923    -77.343483    -77.381923    -77.142101
     11.50    -77.412263    -77.381099    -77.342806    -77.381099    -77.142137
     12.00    -77.406928    -77.376683    -77.338685    -77.376683    -77.142056
     12.50    -77.400492    -77.370652    -77.333057    -77.370652    -77.141792
     13.00    -77.396587    -77.366710    -77.329924    -77.366710    -77.141688
     13.50    -77.397215    -77.366824    -77.331948    -77.366824    -77.141762
     14.00    -77.401859    -77.370511    -77.337804    -77.370511    -77.141863
     14.50    -77.409337    -77.376630    -77.346312    -77.376630    -77.141904
     15.00    -77.418565    -77.384204    -77.356348    -77.384204    -77.142063
     15.50    -77.426937    -77.390702    -77.365419    -77.390702    -77.142226
     16.00    -77.431606    -77.393460    -77.370675    -77.393460    -77.142175
     16.50    -77.433043    -77.393023    -77.372663    -77.393023    -77.141960
     17.00    -77.433705    -77.391922    -77.373804    -77.391922    -77.141975
     17.50    -77.433431    -77.390030    -77.373971    -77.390030    -77.142139
     18.00    -77.430025    -77.385118    -77.370932    -77.385118    -77.142126
     18.50    -77.422711    -77.376517    -77.363875    -77.376517    -77.142039
     19.00    -77.412970    -77.365636    -77.354318    -77.365636    -77.141823
     19.50    -77.404063    -77.355848    -77.345485    -77.355848    -77.141539
     20.00    -77.399879    -77.351113    -77.341301    -77.351113    -77.141487
     20.50    -77.401310    -77.352324    -77.342769    -77.352324    -77.141727
     21.00    -77.404946    -77.356069    -77.346441    -77.356069    -77.141967
     21.50    -77.406589    -77.358227    -77.348195    -77.358227    -77.142090
     22.00    -77.404323    -77.356770    -77.346113    -77.356770    -77.142094
     22.50    -77.398110    -77.351658    -77.340193    -77.351658    -77.142016
     23.00    -77.389844    -77.344716    -77.332295    -77.344716    -77.141763
     23.50    -77.383757    -77.340098    -77.326648    -77.340098    -77.141510
     24.00    -77.383613    -77.341572    -77.327056    -77.341572    -77.141505
     24.50    -77.389845    -77.349531    -77.333876    -77.349531    -77.141681
     25.00    -77.400294    -77.361780    -77.345023    -77.361780    -77.141828
     25.50    -77.412832    -77.376119    -77.358332    -77.376119    -77.141907
     26.00    -77.425580    -77.390632    -77.371816    -77.390632    -77.142159
     26.50    -77.435320    -77.402062    -77.382291    -77.402062    -77.142307
     27.00    -77.440475    -77.408724    -77.388108    -77.408724    -77.142152
     27.50    -77.443179    -77.412677    -77.391289    -77.412677    -77.141998
     28.00    -77.445352    -77.415769    -77.393793    -77.415769    -77.142126
     28.50    -77.445271    -77.416239    -77.393711    -77.416239    -77.142298
     29.00    -77.440568    -77.411646    -77.388641    -77.411646    -77.142322
     29.50    -77.431146    -77.401856    -77.378484    -77.401856    -77.142154
     30.00    -77.419771    -77.389637    -77.365970    -77.389637    -77.141787
     30.50    -77.412049    -77.380665    -77.356668    -77.380665    -77.141454
     31.00    -77.412868    -77.379831    -77.355576    -77.379831    -77.141527
     31.50    -77.420765    -77.385816    -77.361304    -77.385816    -77.141949
     32.00    -77.429723    -77.392570    -77.367801    -77.392570    -77.142171
     32.50    -77.435273    -77.395767    -77.370778    -77.395767    -77.142185
     33.00    -77.436184    -77.394216    -77.369043    -77.394216    -77.142234
     33.50    -77.432553    -77.388049    -77.362839    -77.388049    -77.142103
     34.00    -77.426740    -77.379627    -77.354601    -77.379627    -77.141838
     34.50    -77.422396    -77.372748    -77.348052    -77.372748    -77.141716
     35.00    -77.421972    -77.369788    -77.345753    -77.369788    -77.141717
     35.50    -77.425604    -77.371032    -77.347843    -77.371032    -77.141808
     36.00    -77.432384    -77.375606    -77.353409    -77.375606    -77.141905
     36.50    -77.441140    -77.382342    -77.361284    -77.382342    -77.142033
     37.00    -77.449199    -77.388673    -77.368718    -77.388673    -77.142347
     37.50    -77.452730    -77.390770    -77.371844    -77.390770    -77.142345
     38.00    -77.451710    -77.388685    -77.370568    -77.388685    -77.142065
     38.50    -77.449877    -77.386191    -77.368551    -77.386191    -77.141926
     39.00    -77.449121    -77.385141    -77.367648    -77.385141    -77.142072
     39.50    -77.447138    -77.383305    -77.365518    -77.383305    -77.142224
     40.00    -77.441671    -77.378352    -77.359830    -77.378352    -77.142197
     40.50    -77.432622    -77.370184    -77.350560    -77.370184    -77.142116
     41.00    -77.421596    -77.360445    -77.339388    -77.360445    -77.141829
     41.50    -77.413563    -77.354066    -77.331318    -77.354066    -77.141419
     42.00    -77.414095    -77.356656    -77.332070    -77.356656    -77.141490
     42.50    -77.422032    -77.367019    -77.340486    -77.367019    -77.141987
     43.00    -77.430198    -77.377867    -77.349423    -77.377867    -77.142336
     43.50    -77.432789    -77.383288    -77.353962    -77.383288    -77.142410
     44.00    -77.428283    -77.381612    -77.352800    -77.381612    -77.142318
     44.50    -77.418224    -77.374272    -77.346085    -77.374272    -77.142044
     45.00    -77.406629    -77.365213    -77.337945    -77.365213    -77.141799
     45.50    -77.397744    -77.358533    -77.332220    -77.358533    -77.141658
     46.00    -77.393654    -77.356353    -77.330702    -77.356353    -77.141718
     46.50    -77.394410    -77.358616    -77.333370    -77.358616    -77.141725
     47.00    -77.399759    -77.365105    -77.339968    -77.365105    -77.141748
     47.50    -77.408858    -77.375012    -77.349655    -77.375012    -77.141994
     48.00    -77.418529    -77.385087    -77.359289    -77.385087    -77.142206
     48.50    -77.425650    -77.392318    -77.365675    -77.392318    -77.142169
     49.00    -77.431135    -77.397546    -77.369837    -77.397546    -77.141948
     49.50    -77.437954    -77.403777    -77.375848    -77.403777    -77.141945
     50.00    -77.446045    -77.410949    -77.385666    -77.410949    -77.142181
     50.50    -77.452050    -77.415705    -77.393251    -77.415705    -77.142336
     51.00    -77.453361    -77.415436    -77.395995    -77.415436    -77.142342
     51.50    -77.449172    -77.409372    -77.393019    -77.409372    -77.142307
     52.00    -77.440354    -77.398534    -77.385230    -77.398534    -77.141970
     52.50    -77.432014    -77.388135    -77.377735    -77.388135    -77.141553
     53.00    -77.430228    -77.384365    -77.376684    -77.384365    -77.141522
     53.50    -77.435261    -77.387634    -77.382305    -77.387634    -77.141891
     54.00    -77.441609    -77.392549    -77.389058    -77.389058    -77.142186
     54.50    -77.444140    -77.394051    -77.391809    -77.391809    -77.142284
     55.00    -77.441497    -77.391004    -77.388982    -77.388982    -77.142221
     55.50    -77.434863    -77.384479    -77.381797    -77.381797    -77.142027
     56.00    -77.426432    -77.376416    -77.372888    -77.372888    -77.141894
     56.50    -77.417907    -77.368333    -77.364253    -77.364253    -77.141881
     57.00    -77.410328    -77.361267    -77.356931    -77.356931    -77.141790
     57.50    -77.405236    -77.356727    -77.352537    -77.352537    -77.141687
     58.00    -77.404308    -77.356461    -77.352712    -77.352712    -77.141708
     58.50    -77.407128    -77.360015    -77.357038    -77.357038    -77.141962
     59.00    -77.410510    -77.364169    -77.362221    -77.362221    -77.142121
     59.50    -77.411975    -77.366480    -77.365708    -77.365708    -77.142158
     60.00    -77.412039    -77.368271    -77.366948    -77.368271    -77.141868
     60.50    -77.412411    -77.370885    -77.367945    -77.370885    -77.141885
     61.00    -77.413468    -77.374146    -77.369369    -77.374146    -77.141933
     61.50    -77.414378    -77.377188    -77.370353    -77.377188    -77.141992
