      0.00    -77.479128    -77.405997    -77.400411    -77.400411    -77.170068
      0.50    -77.483378    -77.410394    -77.405616    -77.405616    -77.170207
      1.00    -77.485155    -77.412759    -77.408643    -77.408643    -77.170363
      1.50    -77.482146    -77.410999    -77.406957    -77.406957    -77.170535
      2.00    -77.472997    -77.403835    -77.399058    -77.399058    -77.170375
      2.50    -77.460150    -77.393524    -77.387570    -77.393524    -77.170009
      3.00    -77.448698    -77.385011    -77.377698    -77.385011    -77.169791
      3.50    -77.442300    -77.381774    -77.372991    -77.381774    -77.169860
      4.00    -77.440407    -77.383151    -77.372862    -77.383151    -77.169952
      4.50    -77.441822    -77.387800    -77.376077    -77.387800    -77.169919
      5.00    -77.446495    -77.395561    -77.382478    -77.395561    -77.170004
      5.50    -77.452597    -77.404529    -77.390123    -77.404529    -77.170312
      6.00    -77.456128    -77.410596    -77.395051    -77.410596    -77.170387
      6.50    -77.455294    -77.412004    -77.395430    -77.412004    -77.170262
      7.00    -77.451531    -77.410188    -77.392621    -77.410188    -77.170112
      7.50    -77.447125    -77.407436    -77.388988    -77.407436    -77.170042
      8.00    -77.443227    -77.404934    -77.385677    -77.404934    -77.170027
      8.50    -77.439881    -77.402801    -77.382773    -77.402801    -77.170084
      9.00    -77.436527    -77.400476    -77.379749    -77.400476    -77.170072
      9.50    -77.432999    -77.397903    -77.376478    -77.397903    -77.170073
     10.00    -77.429781    -77.395494    -77.373408    -77.395494    -77.169968
     10.50    -77.427809    -77.394293    -77.371582    -77.394293    -77.169944
     11.00    -77.427219    -77.394438    -77.371029    -77.394438    -77.170066
     11.50    -77.426605    -77.394449    -77.370452    -77.394449    -77.170166
     12.00    -77.424097    -77.392492    -77.367870    -77.392492    -77.170242
     12.50    -77.418388    -77.387261    -77.362014    -77.387261    -77.170230
     13.00    -77.410025    -77.379266    -77.353468    -77.379266    -77.170052
     13.50    -77.401996    -77.371494    -77.345145    -77.371494    -77.169848
     14.00    -77.397705    -77.367277    -77.340486    -77.367277    -77.169760
     14.50    -77.398245    -77.367743    -77.340585    -77.367743    -77.169861
     15.00    -77.402535    -77.371776    -77.344324    -77.371776    -77.169915
     15.50    -77.410019    -77.378746    -77.351110    -77.378746    -77.169872
     16.00    -77.420795    -77.388750    -77.361114    -77.388750    -77.169977
     16.50    -77.433146    -77.400071    -77.372546    -77.400071    -77.170199
     17.00    -77.443887    -77.409526    -77.382295    -77.409526    -77.170354
     17.50    -77.450989    -77.415011    -77.388295    -77.415011    -77.170279
     18.00    -77.454672    -77.416893    -77.390801    -77.416893    -77.170235
     18.50    -77.455805    -77.415968    -77.390758    -77.415968    -77.170201
     19.00    -77.454737    -77.412696    -77.388515    -77.412696    -77.170166
     19.50    -77.451932    -77.407649    -77.384608    -77.407649    -77.170097
     20.00    -77.448689    -77.402128    -77.380372    -77.402128    -77.169974
     20.50    -77.446621    -77.397855    -77.377496    -77.397855    -77.169907
     21.00    -77.446507    -77.395683    -77.376794    -77.395683    -77.169953
     21.50    -77.447709    -77.395011    -77.377592    -77.395011    -77.170063
     22.00    -77.448533    -77.394144    -77.378268    -77.394144    -77.170186
     22.50    -77.446916    -77.391057    -77.376762    -77.391057    -77.170207
     23.00    -77.441624    -77.384626    -77.371800    -77.384626    -77.170224
     23.50    -77.432808    -77.374965    -77.363609    -77.374965    -77.170050
     24.00    -77.422684    -77.364362    -77.354440    -77.364362    -77.169866
     24.50    -77.414198    -77.355766    -77.347167    -77.355766    -77.169724
